ITEM_ID,TOTAL_REVENUE,VISITS_PURCHASED,DISTINCT_CUSTOMERS,AVG_PRICE
11696693,885.02,495,418,1.342929293
11703784,884.58999,242,194,3.368698339
11779049,883.84992,123,81,6.86056878
11638489,883.37996,116,101,7.442930862
14414610,882.84993,212,172,3.75841184
11672123,882.54999,194,174,4.473728505
11743146,882.39994,156,119,5.117521202
11685275,882.38997,304,216,2.829780641
11746258,881.03,308,241,2.790649351
12620348,879.32979,88,61,9.537838977
11688224,879.02996,237,149,3.386089968
11692482,878.87994,285,123,1.322038962
11652149,876.85997,254,198,2.759015719
11741343,875.3,446,266,1.947040359
11665955,875.14997,194,163,4.145472466
15164986,873.95994,136,133,5.799705717
14345281,872.74998,217,167,3.78579106
11633644,871.40992,159,137,4.955911745
11843221,871.29999,201,170,3.966832488
11599322,871.23999,127,112,6.820787362
11748958,871.22999,128,113,6.767421836
12139215,870.43997,232,192,3.290416627
13043426,870.2,176,130,4.771363636
11668496,867.78995,174,145,4.726637802
11746210,866.73998,182,141,4.087962019
11731568,865.69999,175,125,4.484533314
15092725,865.65944,90,78,9.173994222
11632672,865.15999,214,178,3.825560724
11616781,862.41984,154,66,5.059003831
11702685,862.20944,93,82,9.163542473
11599318,861.28997,124,114,6.824919234
11706008,861.18988,141,124,5.639786809
11731983,860.53991,171,138,4.42371309
15057148,859.95995,188,158,3.959237513
11734491,857.9,322,220,2.660481366
11698097,857.69996,204,178,3.398419011
11903580,855.86997,195,125,4.055794821
14332413,855.32998,154,125,5.158181753
11776361,855.14997,309,244,1.222621347
14230617,853.14998,282,233,2.591914881
12827506,851.83996,198,127,3.747777715
13798062,851.30999,242,183,3.293147373
11746209,851.16999,183,160,4.143606544
12880464,850.80995,124,94,6.659757863
11654394,850.73997,129,107,6.045116163
11604260,849.99915,85,46,9.186265324
14941602,849.97997,233,136,3.215722425
11745096,849.16998,85,68,9.872588118
14239091,847.54998,260,204,2.63892306
14502889,847.34997,206,193,3.620339757
11656149,847.20999,172,113,4.667383706
11627622,846.50943,96,82,6.691072578
13009828,845.88993,118,81,6.843700297
11693248,845.87991,121,82,6.618842603
11672403,845.46998,199,148,3.783467312
12786632,845.28998,207,174,3.745330085
12936587,843.79997,282,240,2.575744659
11706011,843.62994,143,122,5.68972007
11601351,843.37996,139,112,5.650719302
11686808,842.85999,265,192,2.840247377
11852045,842.6,197,160,3.398680203
11670825,841.09986,169,137,2.777396228
11751035,840.84,196,120,4.29
14147445,839.79932,88,67,9.221204716
12541518,838.49998,231,189,3.27507934
11820857,838.32999,262,210,3.161176832
11633395,836.45,152,144,5.404473684
11781797,836.31987,121,70,6.360770826
11744071,836.24,277,241,3.018916968
11741400,835.84925,87,87,9.280221523
11740756,835.83999,638,358,1.092225704
11599608,835.6999,140,125,5.588333
11744488,835.34999,255,209,3.116509799
11859559,835.06997,178,127,4.340617921
11743330,834.0695,93,77,8.860962473
12203573,832.48,231,161,3.316839827
15243485,831.28994,192,134,3.456458258
11698114,830.82985,194,135,2.735685285
11680578,830.75999,227,203,3.506049912
11633440,827.16988,95,79,8.575472553
11692150,826.01998,190,183,4.054140329
11682613,825.76,221,175,3.685927602
11730371,825.73,217,161,3.63516129
12514048,825.28996,125,84,6.44231984
11823127,825.23999,161,145,4.628778447
12845245,825.23997,159,134,4.158935994
15173095,825.09997,93,74,8.632027567
11648792,824.91993,115,95,6.868869261
11697787,823.6698,113,104,6.404158407
12807631,822.79998,230,154,3.344536207
13902573,821.63996,498,400,0.741137881
11615500,821.07994,212,142,3.555220059
11688227,820.09998,225,141,3.333051822
11679917,819.67994,234,146,3.442307436
11647856,819.24997,304,264,1.678760956
11823784,818.36,158,113,4.863670886
14543013,817.76987,134,97,5.466094123
11701327,817.47,279,221,2.54
14383201,816.62999,357,294,2.259719874
12785669,814.87,279,231,2.72781362
11645960,814.36,228,146,3.476403509
11642926,813.92985,219,168,1.697016669
13881111,813.9,199,150,4.069899497
11600618,813.37,158,144,4.974208861
12541519,812.59998,225,193,3.2960148
14389592,812.08995,174,155,3.633840905
13881129,812.05931,84,73,9.607848988
11681602,811.76996,343,304,1.461341092
11743728,810.83998,201,172,3.67583745
14389774,810.73997,187,122,3.729607794
14509229,810.56999,231,190,3.271774881
12802538,810.46993,155,101,4.550850839
11605212,810.12,187,168,4.313529412
14122149,809.89,255,244,3.10372549
13035028,809.86998,115,88,6.955391217
12240071,809.25999,212,182,3.564732689
11700428,808.91947,93,83,8.698058817
12721707,808.83993,123,107,6.253441488
14899961,808.23998,249,198,3.074337329
11672585,807.84996,241,189,2.795573954
12788648,806.99,101,75,7.99
11636673,806.69,234,176,3.421837607
11634020,806.05,185,157,4.252972973
11656327,805.84992,156,132,4.389016923
11749351,805.65997,136,131,5.764730294
12928399,805.6,633,497,0.921816746
13797793,805.45,191,144,3.893691099
11781796,805.34988,117,62,6.334899808
15267904,805.20999,172,141,4.439670523
14861196,804.9898,121,61,5.764379401
11727535,804.12999,256,217,2.842617178
11635308,803.38,202,144,3.788267327
11705217,801.52985,102,70,7.049313064
11749809,801.5,189,125,4.007460317
11881060,800.57999,262,173,3.009122118
12787144,798.95998,106,89,7.427295519
12532087,798.33,258,252,2.99
14541743,798,194,133,3.99
11840470,798,198,183,3.99
14339471,797.87,188,92,3.597340426
11668007,797.6399,234,179,2.38765422
14327187,796.64953,82,68,8.871743079
11607217,796.06,210,195,3.721904762
13776051,794.88999,165,120,4.586626242
15219670,794.14996,201,164,3.283641269
14899959,793.95,232,181,3.098146552
11667435,793.79996,149,110,4.21706927
12842246,793.74993,132,112,5.748105795
11633959,793.37999,252,218,2.983095233
11749520,792.03998,199,138,3.745711859
12741439,791.90997,112,92,6.921815357
15253086,791.8,236,188,2.859237288
13902583,791.75999,157,151,4.560127357
12021845,789.99921,79,51,9.810116772
12807632,787.42,239,176,3.090962343
11620205,786.96,178,160,4.286629213
15016569,786.73994,130,112,5.744307462
11625503,786.61999,259,225,2.938918909
11639528,783.01,196,177,3.936428571
15083840,781.12995,92,80,8.218804076
11739946,780.93996,110,92,6.917636182
12860043,780.60998,211,178,3.193886235
13797795,778.50998,206,130,3.595339769
11731697,778.33993,207,133,3.267310703
11663168,777.71997,81,77,9.416296111
11698103,776.01942,85,78,8.835522882
11746292,775.88,368,244,1.63
11645120,775.4897,81,70,9.265305247
15091445,775.20992,87,79,8.450689195
11648392,774.91,168,126,4.09
11613991,773.18,173,153,4.250115607
12785772,773.17,328,250,2.070487805
12771823,770.78985,137,101,5.592371168
11698043,770.58,328,234,2.286493902
11743113,770.07,187,131,4.096684492
14221887,769.86936,77,53,9.868433377
12858020,768.70999,194,132,3.726357371
12788402,768.69997,113,104,6.669911372
13902647,768.38998,113,96,6.711415841
11700420,768.24943,85,72,8.842150353
13957619,768.03997,179,104,3.748081885
13789562,767.73,256,176,2.87515625
11684131,767.52,203,162,3.69
11691644,766.76997,126,91,5.966428452
11620533,765.50997,165,141,4.359070636
12943312,765.35992,131,108,5.305648569
15059659,765.03995,180,108,3.631249917
11842094,763.63956,80,65,9.107994938
15162311,763.54997,177,134,3.309510319
12817157,763.38991,120,107,5.965749646
11746284,761.52,286,167,2.28
14246058,759.52995,102,95,5.292058578
12787455,758.38998,149,105,4.580178926
11746206,756.86,333,305,2.146486486
12785803,756.45,205,148,3.69
11599345,755.98998,103,90,7.226440049
11645984,755.08,162,130,4.660987654
11641680,754.60998,140,104,5.259190429
14388089,754.47994,130,113,5.323999805
12513519,753.77995,77,52,9.464675
11684276,753.49996,104,94,7.036858798
12785441,751.92997,192,128,3.663593698
13796963,751.86998,159,121,4.470209607
12787582,751.6198,108,99,5.969584676
11678936,751.19965,85,72,8.547447153
11972496,750.77983,112,110,5.939880156
12510338,750,120,117,6.25
11658954,749.99998,230,212,3.260869478
13966754,749.78946,75,73,9.7305264
11701183,748.78998,219,153,3.299071507
11746249,748.34,286,246,2.616573427
14388199,748.30989,144,118,4.560950347
11621037,748.30986,123,69,5.007397907
11746372,747.85997,213,91,2.854929542
11623586,745.68,264,220,2.553636364
12185943,744.99926,75,53,8.579250747
14995706,744.25,165,147,4.262727273
12807628,744.00998,211,147,3.065071066
14908453,743.63958,78,70,9.533840769
14346808,743.58999,431,325,0.98936029
11703791,743.44,191,154,3.727172775
12705275,743.07999,133,107,5.146090216
14084933,741.73992,158,94,3.70569606
11620239,741.12999,163,143,4.393742301
15202620,741.08998,280,230,2.326380938
12785390,740.37,194,175,3.48742268
11654601,739.77993,129,89,5.437570814
11674667,739.45996,138,112,4.892898442
15053826,739.32999,203,135,3.264745468
12807629,739.31,224,150,3.159866071
11695605,738.61999,135,102,5.274024667
11603863,738.53999,220,195,2.541045443
11780896,738.53999,142,100,4.972464771
13884731,737.83,248,179,2.87266129
11852259,737.37996,116,89,6.169942371
13870759,737.37932,75,73,9.565057867
12833772,737.19996,171,127,3.866452178
11601437,737.14,135,131,5.423333333
13797805,736.66,268,159,2.573414179
12936573,735.46999,236,197,2.555211859
11669033,734.97997,182,160,3.487417527
12859953,733.74,126,86,5.823333333
15065939,732.95999,128,104,5.571953086
11702327,731.93995,234,183,3.036175043
13797778,729.73997,116,87,6.161551595
14492862,729.55,236,194,2.77779661
14071325,729.49993,216,152,2.680555475
11656146,729.31,202,187,3.356336634
13016421,728.62996,159,102,3.49769386
11633638,728.5399,142,114,4.432018451
14538275,728.16999,159,126,3.943941289
14383203,727.83,325,271,2.2374
11704330,727.82,166,158,4.336385542
11602732,726.9799,189,130,3.846454497
14369157,725.83,246,160,2.35603252
11658515,725.65999,175,111,3.847676171
11744850,723.59997,219,192,3.037234158
15031053,723.49974,76,60,9.151312737
14085899,723.07998,223,180,2.654484288
11640709,722.19,180,147,3.99
11695836,721.94999,160,149,4.310895813
11685428,721.09998,124,109,5.222163935
13966658,721.02,241,207,2.911161826
12932796,719.99928,72,70,9.807088958
11645976,719.52,143,105,4.867622378
11743195,719.12999,294,284,2.170646252
11739293,718.80994,128,118,5.546952695
11660687,718.72996,164,141,3.42262189
11668297,718.63999,417,360,0.666163068
14543014,718.20997,127,106,5.344566811
13019383,717.53999,141,118,4.851773014
11684527,717.05994,100,64,6.845599725
11742309,716.3,245,175,2.865102041
11630769,715.98998,150,131,4.58568885
12734555,715.91975,131,90,5.202809962
11743157,715.56998,204,150,2.525792463
11701894,715.35999,162,108,4.052613148
11683583,715.17998,134,113,5.262537239
11617200,715.12,186,138,3.801827957
11746194,714.93997,191,159,3.478115144
11662806,714.09,147,107,4.732857143
11731158,714.04995,100,64,6.89049975
12788251,713.91,156,129,4.49
11707350,713.89999,591,403,0.841207579
11672055,713.30999,119,113,5.896246471
12788249,712.11999,157,139,4.105339682
11749345,710.84,231,188,3.077229437
12802527,710.43989,134,90,4.289079407
11616697,710.39977,115,79,6.177389304
13902668,709.85998,116,104,6.018907974
12510337,709.02996,111,109,6.147417297
11707354,708.97999,597,434,0.821831378
11748840,708.55997,205,165,2.709317043
11907217,708.07,252,208,2.701111111
11881054,707.36999,195,100,3.563256385
14543011,707.26997,117,83,5.545811838
14115931,707.17997,95,84,7.286105105
14419411,706.83999,204,179,2.859820245
12611553,706.63996,129,113,4.905038643
11684039,706.61996,130,118,4.859538331
11833182,705.66,131,97,5.272442748
12822425,705.24999,211,183,3.274691931
14899963,705.14,221,175,3.062941176
13798056,704.94999,149,91,4.506767315
11742277,704.32999,180,110,3.660722208
11624948,704.25999,165,126,3.986020182
15256504,703.33989,77,68,8.874544286
11832821,703.27995,133,105,4.420576278
11653168,703.05,522,453,1.29
11697882,702.85998,116,94,5.958563147
11698847,701.66,202,163,3.289537954
11853953,701.64994,124,98,5.034032117
14249658,701.55998,190,165,3.424052605
12184080,701.07,172,166,4.052790698
14506606,700.95998,147,142,4.397165497
11673143,700.89993,117,78,5.677207692
11675460,700.77991,144,107,2.812546134
11679189,699.9993,70,67,9.9285615
11746230,699.48999,402,243,1.62949893
14941603,699.01,204,168,3.19004902
12932809,697.97994,134,123,4.481094303
13902580,697.78,204,172,3.146862745
11599293,697.74,158,143,4.270696203
11703692,697.52,202,179,3.252821782
13886042,697.37998,162,153,4.183539043
11872779,697.23999,167,138,3.901636707
11746302,696.57,150,98,4.4984
11609318,696.50998,141,106,4.868865177
13789462,695.82999,118,99,5.854491483
11638490,695.08999,92,76,7.500978207
11635304,693.17,182,124,3.786703297
14472122,693.08994,130,88,4.410974231
14340244,693.0299,122,91,4.925067923
11648375,691.85,293,269,2.166109215
14520793,691.71994,84,55,7.828015565
11625370,691.12,381,267,1.63
11662110,690.2,170,97,3.819411765
14456026,689.99931,69,65,9.927526304
11741288,689.87991,121,87,5.226280723
14365386,689.86944,69,57,9.853180435
11746254,687.4,243,208,2.756666667
14117266,686.40997,145,143,4.109747069
11698920,685.91998,110,89,6.144727182
12187227,685.56999,169,151,3.82209071
11647743,685.47997,105,94,6.369650667
11951688,685.29989,142,121,4.826055563
11615157,685.06,121,120,5.537933884
13810125,683.6599,94,56,6.741063298
11907216,683.44,232,196,2.672758621
11681425,683.31985,83,56,7.329155723
12787733,682.32998,118,112,5.655423644
11695562,682.25994,122,88,5.162035273
11747581,681.28998,169,132,2.22750821
11638783,680.29985,85,72,7.101567765
12787323,680.15,290,228,2.305172414
12185944,679.99932,68,53,7.239663629
11645972,679.94,177,136,3.769661017
11746293,679.86997,116,37,5.731637802
11744575,679.76,201,150,3.174079602
12139216,679.47999,177,146,3.348813531
11618161,679.15,85,71,7.99
11623681,679.05994,158,104,2.664810032
11671233,678.85998,199,178,2.539279711
11703682,678.68996,158,141,3.032974623
13789496,677.89997,113,102,5.866371549
11653271,677.12,647,583,0.780417311
11609337,677.06,184,164,3.49
11730377,677.06,185,138,3.468432432
11692270,676.5,145,141,4.527931034
11673948,676.39998,117,82,5.482478547
14376834,675.57,169,138,3.908816568
12016816,675.18963,72,69,9.37763375
13789490,674.91995,112,92,5.776160491
11643492,674.66994,219,143,2.311278473
14543023,674.28998,115,99,5.442347739
11676842,674.07,866,638,0.553775982
13798006,673.81998,119,106,5.540588151
11674727,673.6,206,161,3.095145631
12932718,673.34985,107,95,5.117585
11746186,673.13993,113,94,5.617757832
12788395,672.61,178,151,3.563033708
14340512,671.1,187,132,3.530106952
15209702,670.95999,356,268,0.94878277
11698825,670.5799,122,74,4.043469656
13870673,670.43979,80,78,8.317997438
14899960,670.23993,187,146,3.118752112
11697153,669.97935,67,44,9.925065
11697162,669.94938,67,54,9.626110522
15259005,669.65999,209,158,2.795853254
12473796,669.07,192,158,2.877604167
11743803,668.99998,102,79,6.460784216
11642863,668.57999,207,177,2.916086944
14565145,668.5497,75,71,8.1139968
11646284,668.02998,162,137,3.759156343
11697198,667.09996,240,121,2.048520816
14502891,666.89,154,145,3.918961039
11738264,666.81986,103,102,6.190047282
11746208,665.63998,140,100,4.129190429
14115939,665.57,103,94,6.46184466
14115949,665.02995,90,69,6.982036778
14566386,664.36994,69,64,9.556086159
11837700,663.92,327,272,1.909266055
13778462,663.11,223,181,2.894484305
11607871,662.18,182,156,3.638351648
13777319,661.86999,166,135,3.711204804
11703593,661.17,180,156,3.526666667
14066331,660.92998,109,92,5.971834771
12566160,660.51,177,144,3.69
14098843,660.22,169,157,3.723727811
11666113,658.87,111,107,5.845855856
12176983,658.1,244,168,2.48692623
11841159,658.09,260,223,2.341538462
12827622,657.96993,109,104,5.654250459
12813126,657.87,175,123,3.502857143
11695978,657.83,173,162,3.543757225
11692473,657.21995,259,151,1.321136831
14033268,656.76,207,156,2.939275362
11747509,655.95992,160,120,2.637416547
11667536,655.62994,324,181,0.621707204
13902663,654,497,300,1
11741394,653.87939,72,72,8.637353056
12932333,653.86994,141,122,3.75836266
11692123,653.49999,144,111,4.283356458
11743036,653.06999,120,101,5.361958292
11701271,653.06,205,157,3.052926829
11744769,652.78,394,366,1.239086294
11706036,652.53997,135,123,3.94260487
12732280,652.47991,176,151,2.338556434
11684180,652.14999,198,122,2.217811439
12875620,651.77999,141,125,4.526453865
14339470,651.42995,145,72,3.699815983
11698202,651.32,213,128,2.426619718
11750244,651.20998,81,79,7.916172716
14389782,650.72995,159,135,3.429653994
11727840,650.11998,207,167,2.77386471
11842451,650.05,133,112,4.488784461
11741133,650.04999,122,113,5.328278607
12820054,649.98936,65,57,9.922913308
11696643,649.58985,106,57,5.349905024
11673945,649.52995,104,76,5.62124976
11857115,649.19998,123,103,4.843821057
11640986,649.18999,137,105,4.552773704
11649214,649.04992,103,78,5.913106408
14502887,647.70998,149,131,3.866733725
12932821,647.53993,109,98,5.242813119
11645982,647.19,139,111,4.588561151
15029999,647.08998,150,117,4.1341333
14091953,646.81999,237,197,2.299789019
11666774,646.43999,151,135,4.069094901
15031059,646.12,88,56,7.342272727
11819747,645.99,211,185,2.929336493
11689530,645.92999,203,166,3.071330037
11606250,645.6,137,101,4.610437956
13870752,645.49938,65,59,9.635888192
12857905,645.46999,104,74,6.158365337
12714077,645.23999,155,91,4.061677403
11661623,644.96997,121,99,5.045798774
13884733,644.83998,68,55,9.335882206
11837657,644.42995,132,126,3.744419083
13789494,643.9,110,83,5.853636364
11875323,643.74,144,114,4.415
12234460,643.36985,125,63,5.09831884
11658161,642.82,180,141,3.307611111
14438839,642.12996,91,90,6.818278187
12758350,642.05985,71,69,8.902251549
11604492,641.95,198,189,2.919141414
11623589,641.51999,228,201,2.544868412
11617968,641.19998,545,365,0.844715594
14288896,640.76952,71,64,8.508491408
11742550,640.71964,77,57,7.985839481
11749583,639.94,186,96,2.711505376
11683465,639.79975,95,89,6.581681632
11615396,639.15999,76,60,8.344210461
12514678,638.65,126,96,4.736031746
12810585,638.57995,142,122,4.079037456
11620754,638.4,151,134,3.99
14237860,638.08,158,126,3.583291139
11627586,637.96,226,188,2.518761062
11690509,637.77996,152,120,3.658684145
11649103,637.17,126,112,4.025925926
11630179,637.04999,144,120,4.322245347
11748692,636.42999,157,153,3.985817389
11643355,636.28998,197,167,2.768832462
11693479,636.18996,95,94,6.486210316
13043416,635.89,137,99,4.499489051
14244849,635.60992,98,87,6.026632296
11676214,635.01998,130,118,4.762974327
13902670,634.98,280,228,2.109642857
13870738,634.83974,80,76,6.695914656
11744933,634.4596,72,61,5.897103653
11746299,634.07,149,54,3.89
13056660,633.70994,127,120,4.485222874
11730395,633.57999,185,137,2.577837827
14879247,633.26986,87,65,6.474367011
11743076,633.17994,88,72,6.854317841
11667192,632.49999,204,194,2.812843125
11639682,632.32997,70,66,8.759476036
14341554,632.04999,176,123,3.272916648
15016610,631.02,220,193,2.2725
15030123,630.84,134,89,4.637761194
11732411,630.54988,83,83,7.034738072
12932812,629.97948,66,56,9.393628636
12881178,629.63999,125,91,4.52874664
12712655,629.61999,137,108,4.475474434
11881041,629.55999,222,150,2.813333311
11820288,628.91999,183,179,3.289508186
12176836,628.84944,64,62,9.8257725
11703776,628.71,169,126,3.429349112
11752520,628.59,137,106,4.54459854
11666144,628.26999,121,110,5.03966938
14509161,627.95996,124,92,4.100618206
12787586,626.79998,72,64,8.543518403
11627655,626.53997,198,152,2.413552167
11645718,626.43,155,98,3.99
11683459,625.6297,84,73,7.153091905
14255718,625.52,161,127,3.723540373
12787352,625.03997,99,69,6.162020051
14899962,624.32,197,166,3.044822335
11749819,624.10996,169,149,3.274654766
11701898,623.97,152,124,4.078815789
12787853,623.29,277,203,2.070144404
11743306,623.05998,116,103,5.284999914
12807630,623.03,177,137,3.16299435
11747388,622.99998,204,156,1.504901944
14345309,622.4,157,137,3.89
13043418,622.23,132,81,4.638257576
13778466,621.55,205,164,2.890487805
11599468,621.31999,69,57,8.932173841
11633301,620.62998,123,115,4.889999939
11842762,620.55997,94,81,6.346701968
11617339,620.33998,162,156,3.611522593
14101796,620.31,69,54,8.99
11697870,619.79996,119,101,4.847478824
14071339,619.11,145,115,3.892758621
12207402,618.96996,105,64,5.63799981
11667233,618.06942,64,56,9.032335313
14399111,617.67997,114,55,4.415701667
11668077,617.63999,206,176,2.00891585
11607151,617.41988,199,125,1.651187604
12906966,617.19995,94,79,6.228191295
12858016,616.99999,100,69,6.07509995
14345297,616.93,156,120,3.932307692
11781183,616.9,155,134,3.720043011
11686197,616.31,196,162,2.595969388
13797900,616.23,204,141,2.794101307
11686435,614.47997,153,95,3.836601242
11743038,614.22,167,125,3.446886228
13971045,613.94999,201,193,2.972636803
11819744,613.92,201,175,2.953681592
11628760,613.87,169,125,3.146321499
12144638,613.57996,142,92,3.629882535
11972276,613.54,132,78,4.528030303
14856708,613.21998,109,93,5.200397477
11744501,613.14,336,314,1.267410714
13960140,613.04,190,152,3.114473684
11671517,612.95,189,144,2.99
11736011,612.77,122,116,4.981803279
11645974,612.75,121,93,4.90322314
14565605,612.42993,64,60,9.491092734
11743041,612.04,126,80,4.671349206
11746303,611.4,241,163,2.439605809
15067824,610.98998,103,79,5.834854272
12820607,610.92987,111,77,4.195525061
11692496,610.84996,238,138,1.286092417
11676253,609.99939,61,43,9.795072172
14370462,609.95943,61,45,9.753433525
11657102,609.93,155,120,3.883548387
11697145,609.86952,61,46,9.833926721
11853789,609.30997,116,98,5.02727
11646286,609.24,121,101,4.857768595
15016559,608.94,104,78,5.759230769
13870510,608.54999,96,73,6.286979115
13789488,608.34999,66,62,9.141666591
11628737,608.19999,152,122,3.774199539
11959190,608.14982,94,63,6.469678936
11622267,608.02,168,126,3.085238095
11604884,607.8,233,191,2.426909871
11722930,607.47999,141,123,3.52457445
12741451,607.24,76,64,7.99
12822426,606.66,179,146,3.233910615
11897380,606.6598,94,77,5.372268457
11677748,606.54995,132,83,4.595075379
11832279,606.45999,137,84,4.162335748
11674570,606.36996,156,51,2.414829013
12936576,605.87999,156,120,3.537959391
12504717,605.40999,103,79,5.179951408
15202619,605.35,223,175,2.285067265
11633318,605.17999,125,116,4.72815998
14071332,604.92,158,115,3.297721519
14856709,604.46998,106,91,5.227798703
12788243,604.09989,101,58,5.436633119
11643486,603.85997,200,145,2.320966644
11630416,603.23999,144,102,4.15444441
11689766,602.76,249,201,1.420321285
11668567,602.66994,125,106,4.039813184
11843941,602.43992,108,75,4.915123139
11664997,602.4,200,152,2.94375
12787456,602.18,119,88,4.586638655
14072538,601.99999,384,355,1.035714284
13789492,601.52996,101,75,5.757722574
12936586,601.49998,147,136,3.649943286
15164900,601.12998,89,84,6.64191
13797782,601.09999,213,146,2.426568846
14278842,600.99,188,147,2.99
12725854,600.97998,135,90,3.818049333
11746257,600.45999,115,97,5.177913
11869187,599.9994,60,53,9.91665675
11663583,599.65995,89,81,6.438127079
15016607,598.81,269,219,1.879219331
11738689,598.54999,136,110,4.080759779
13797791,598.31,185,134,2.912990991
14570358,598.05998,102,97,5.360751598
14899969,598.03999,186,152,2.96856629
11686192,597.3,181,152,2.603922652
11600599,597.17,131,111,4.49
11847126,596.45,155,143,3.848064516
11872777,596.09999,142,117,3.902981197
11742030,596.03999,183,135,2.987322391
14023047,595.91,156,111,3.746410256
14316587,595.81999,162,105,3.470576111
13777892,595.62994,93,69,6.064121559
11675073,595.40999,177,127,3.089303192
11686686,595.15985,97,54,5.235531907
11670567,595.11991,166,141,2.369999864
12787254,594.69,157,135,3.311656051
11666290,593.7,128,115,4.5759375
11746229,593.2999,100,56,5.34966625
11673441,593.28,122,116,4.86295082
12725104,593.07996,94,76,5.990425319
14565143,593.04997,149,98,3.633154295
11751224,593,162,153,3.660493827
14471852,592.52997,90,77,6.416999833
13810124,591.82987,80,56,6.564540875
11690575,591.48,199,170,2.79
11656135,590.59,91,78,6.49
11674749,589.99941,59,28,9.632758729
11832846,589.89995,133,105,3.538145219
11842091,589.55992,101,74,5.334026064
15067092,589.47997,105,82,5.455364952
14543015,588.96995,105,92,5.193650595
11746236,588.43,348,249,1.63
12153034,588.39997,175,124,2.883276143
11837655,588.24,154,125,3.780909091
11819917,587.48998,105,72,5.371333238
11641371,586.96995,106,95,5.226320519
13966867,586.92,156,107,3.717564103
12242027,586.24,167,137,2.869820359
13828583,585.81996,127,97,3.258031398
13789472,585.38999,62,46,9.361128952
14424686,585.15,165,157,2.49
11746170,585.14994,137,63,3.853454854
13043420,584.79,132,96,4.347045455
14345325,584.76,161,133,3.565776398
15253291,584.40997,182,143,1.568553092
12191716,584.1,114,70,4.95
14402833,583.85997,197,138,1.442605731
11746241,583.47999,238,188,2.357086828
12894281,583.41,166,124,3.452409639
11669610,583.13998,229,199,1.958267822
13798011,583.05996,96,73,5.743888698
12207984,583.04,104,88,5.415288462
12786624,582.98997,147,114,3.632494294
11624115,582.94999,103,69,5.449643981
15267287,582.90997,124,115,4.269542944
11698082,582.46995,117,108,3.778304694
11833494,580.94995,145,112,2.928344741
14345187,580.86971,68,60,7.365732206
14509916,579.99942,58,41,9.195393103
14065564,579.99942,58,49,9.741369569
12535885,579.99942,58,41,9.827576379
11741090,579.87,148,110,3.79
11698419,579.21,113,91,4.66920354
12932803,579.15989,96,86,5.113280703
12889443,579.11996,110,91,4.594605932
15237967,579.08996,184,166,2.857857971
11972258,578.88998,162,101,2.919855926
12895186,578.47,147,107,3.779115646
12932814,578.16943,58,56,9.882231638
11744480,578.01998,382,352,0.93891174
14095689,576.93,138,88,3.682028986
12860010,576.82,117,83,4.891709402
13864980,575.49988,82,61,6.235771677
11734117,574.88,309,242,1.841779935
11682487,574.79998,154,86,3.270432857
11604659,574.43997,151,139,3.478057338
15007552,574.08,184,138,2.99
11745094,573.85,114,86,4.99
12790220,573.62,123,102,4.045731707
14409765,573.11,158,116,3.493164557
14102407,573.03998,98,77,5.74530602
11842992,572.38999,153,124,3.27333333
14078712,572.38999,62,55,9.151451532
11675081,571.73,166,122,3.065903614
11621519,570.68,187,125,2.476403743
14315946,570.20998,223,160,1.673916278
11732861,570.20998,145,116,3.538242989
12705425,569.99943,57,39,9.824551579
11635987,569.99943,57,34,9.356715789
12705431,569.99943,57,39,9.99999
11697143,569.9295,57,46,9.647886316
11622876,569.73999,169,134,3.190256391
11849884,569.73998,123,121,4.339756057
11732627,569.03977,64,64,8.813121484
13789474,569.03,97,77,5.86628866
12240070,568.43999,149,133,3.57955255
11615398,568.24999,67,52,8.406716343
14499056,568.16,189,150,2.76015873
14345131,567.98976,66,56,7.048154432
11881052,567.77999,152,100,3.611578914
11616699,567.20992,93,69,6.050751828
11686934,566.58999,133,120,3.962506241
15243451,566.49,151,133,3.751589404
13789476,566.41,59,47,9.600169492
14995702,564.67,128,121,4.25171875
15164974,564.64993,92,78,5.670108402
12184444,564.35983,77,55,6.122639692
11746300,563.95,214,113,2.420186916
11694843,563.79,137,104,3.709562044
14115944,563.78996,83,77,6.330040021
15065943,563.77,110,90,4.989090909
11599471,563.75998,110,97,4.364424182
15165014,563.71998,80,73,6.921499875
11617960,563.64999,164,161,2.978882104
11615659,563.61977,61,55,9.239668361
11696728,563.6,189,162,2.698465608
11601482,563.58999,143,131,3.548834476
11638176,563.21997,124,113,4.178454207
13797955,562.94995,103,83,4.909579078
12162033,562.54,213,148,2.581408451
11736093,562.35986,78,55,6.216153045
12557938,561.68998,109,74,4.885596239
11706201,561.10992,93,83,5.517741505
11699128,561.08999,192,153,2.31302082
11883457,560.57996,99,83,5.460403838
12813023,560.04991,80,61,6.295791125
12787693,560.00997,97,87,5.327078918
14099487,559.99944,56,50,9.99999
13902642,559.87998,151,111,2.668940364
11617637,559.57998,104,102,4.06644226
12932699,558.20994,96,83,5.372551771
11602718,558.06997,102,81,5.471274216
11703779,557.68,145,125,3.523517241
11615493,557.67999,73,61,7.570958836
12456238,557.38986,75,37,6.4985324
15239814,557.11997,213,200,1.339311408
11733593,556.89,278,273,1.981726619
11667013,556.15998,125,90,4.06349328
12932829,556.03996,109,95,4.54155945
13797992,555.51999,99,77,5.56080803
11852257,554.70994,85,66,6.153450647
11746251,554.25991,83,74,6.005140151
